timestamp,id_maquina,idade_equipamento_meses,id_operador,turno,temperatura_c,vibracao_rms,pressao,unidade_pressao,corrente_a,rpm,horas_operacao,falha_72h
2026-06-08 03:00:00,M05,107,OP-06,1,68.53,3.624,3.825,bar,19.66,1749.3,13683.0,0
2026-06-08 03:00:00,M06,141,OP-10,1,60.51,2.487,3.907,bar,18.79,1770.9,17763.0,0
2026-06-08 03:00:00,M07,151,OP-04,1,66.68,2.806,3.646,bar,17.82,1748.1,18963.0,0
2026-06-08 03:00:00,M08,45,OP-07,1,62.27,2.278,3.947,bar,17.71,1778.7,6243.0,0
2026-06-08 03:00:00,M09,15,OP-01,1,67.85,2.431,3.999,bar,19.65,1773.2,2643.0,0
2026-06-08 03:00:00,M10,58,OP-08,1,68.35,3.951,3.721,bar,20.97,1752.2,7803.0,0
2026-06-08 03:00:00,M11,55,OP-12,1,69.36,,3.464,bar,22.73,1725.8,7443.0,1
2026-06-08 03:00:00,M12,158,OP-05,1,63.48,2.37,4.212,bar,18.46,1770.4,19803.0,0
2026-06-08 03:00:00,M13,165,OP-10,1,71.47,4.047,3.652,bar,21.4,1738.8,20643.0,0
2026-06-08 03:00:00,M14,6,OP-06,1,64.02,2.595,4.098,bar,18.88,1757.7,1563.0,0
2026-06-08 03:00:00,M15,93,OP-09,1,63.79,,3.913,bar,20.83,1755.1,12003.0,0
2026-06-08 03:00:00,M16,149,OP-07,1,60.56,2.328,4.14,bar,19.28,1758.1,18723.0,0
2026-06-08 03:00:00,M17,29,OP-09,1,73.89,3.935,3.723,bar,22.15,1743.6,4323.0,1
2026-06-08 03:00:00,M18,145,OP-11,1,70.13,4.311,52.661,psi,20.86,1751.2,18243.0,0
2026-06-08 03:00:00,M19,26,OP-07,1,68.3,3.587,55.58,psi,20.89,1762.6,3963.0,0
2026-06-08 03:00:00,M20,87,OP-11,1,67.93,2.435,58.325,psi,18.29,1781.5,11283.0,0
2026-06-08 03:00:00,M21,148,OP-07,1,68.68,3.514,55.038,psi,22.16,1749.6,18603.0,1
2026-06-08 03:00:00,M22,59,OP-04,1,55.84,2.819,57.063,psi,19.13,1754.7,7923.0,0
2026-06-08 03:00:00,M23,65,OP-11,1,67.91,4.062,53.479,psi,20.22,1742.8,8643.0,0
2026-06-08 03:00:00,M24,54,OP-03,1,63.49,2.151,61.202,psi,18.27,1779.2,7323.0,0
2026-06-08 03:00:00,M25,131,OP-05,1,68.21,4.118,54.094,psi,21.74,1745.9,16563.0,0
2026-06-08 04:00:00,M01,171,OP-02,1,65.33,2.365,4.023,bar,18.87,1756.3,21364.0,0
2026-06-08 04:00:00,M02,115,OP-01,1,66.05,3.711,3.703,bar,19.68,1755.5,14644.0,0
2026-06-08 04:00:00,M03,125,OP-03,1,72.56,4.008,3.775,bar,21.27,1748.6,15844.0,0
2026-06-08 04:00:00,M04,163,OP-07,1,62.71,2.235,3.924,bar,20.54,1764.6,20404.0,0
2026-06-08 04:00:00,M05,107,OP-11,1,69.5,3.482,3.873,bar,20.87,1743.4,13684.0,0
2026-06-08 04:00:00,M06,141,OP-07,1,63.58,2.617,3.965,bar,19.81,1776.9,17764.0,0
2026-06-08 04:00:00,M07,151,OP-10,1,67.84,2.628,4.039,bar,18.53,1767.9,18964.0,0
2026-06-08 04:00:00,M08,45,OP-07,1,60.2,2.14,4.086,bar,19.02,1768.3,6244.0,0
2026-06-08 04:00:00,M09,15,OP-09,1,70.27,2.564,3.772,bar,19.63,1771.4,2644.0,0
2026-06-08 04:00:00,M10,58,OP-02,1,70.76,4.104,3.757,bar,21.59,1741.9,7804.0,0
2026-06-08 04:00:00,M11,55,OP-07,1,78.45,4.559,3.594,bar,21.74,1739.9,7444.0,1
2026-06-08 04:00:00,M12,158,OP-08,1,72.0,2.265,4.024,bar,19.29,1769.8,19804.0,0
2026-06-08 04:00:00,M13,165,OP-02,1,70.24,3.809,3.831,bar,21.57,1736.5,20644.0,0
2026-06-08 04:00:00,M14,6,OP-05,1,66.95,2.865,3.931,bar,18.93,1778.0,1564.0,0
2026-06-08 04:00:00,M15,93,OP-12,1,70.71,3.527,3.833,bar,19.51,1761.0,12004.0,0
2026-06-08 04:00:00,M16,149,OP-04,1,60.12,2.489,3.996,bar,18.16,1775.8,18724.0,0
2026-06-08 04:00:00,M17,29,OP-07,1,76.19,4.129,3.851,bar,21.49,1747.8,4324.0,1
2026-06-08 04:00:00,M18,145,OP-11,1,68.78,4.3,55.063,psi,21.6,1754.6,18244.0,0
2026-06-08 04:00:00,M19,26,OP-11,1,70.66,3.376,56.394,psi,19.62,1756.3,3964.0,0
2026-06-08 04:00:00,M20,87,OP-01,1,57.8,2.001,58.998,psi,19.29,1771.2,11284.0,0
2026-06-08 04:00:00,M21,148,OP-07,1,72.03,3.758,53.587,psi,20.36,1754.4,18604.0,1
2026-06-08 04:00:00,M22,59,OP-04,1,64.01,2.664,59.45,psi,20.01,1753.9,7924.0,0
2026-06-08 04:00:00,M23,65,OP-07,1,66.23,3.996,53.127,psi,21.19,1748.2,8644.0,0
2026-06-08 04:00:00,M24,54,OP-10,1,65.4,2.405,61.083,psi,18.26,1771.7,7324.0,0
2026-06-08 04:00:00,M25,131,OP-09,1,77.23,,56.249,psi,20.66,1760.1,16564.0,0
2026-06-08 05:00:00,M01,171,OP-07,1,65.1,,4.018,bar,18.05,1774.7,21365.0,0
2026-06-08 05:00:00,M02,115,OP-01,1,72.67,3.559,3.792,bar,20.22,1749.5,14645.0,0
2026-06-08 05:00:00,M03,125,OP-02,1,70.93,3.769,3.821,bar,20.78,1743.9,15845.0,0
2026-06-08 05:00:00,M04,163,OP-05,1,66.04,2.708,3.908,bar,18.7,1775.4,20405.0,0
2026-06-08 05:00:00,M05,107,OP-11,1,66.61,3.209,3.836,bar,20.25,1750.1,13685.0,0
2026-06-08 05:00:00,M06,141,OP-07,1,61.37,2.499,4.275,bar,18.93,1777.7,17765.0,0
2026-06-08 05:00:00,M07,151,OP-02,1,71.3,2.64,3.915,bar,19.35,1762.2,18965.0,0
2026-06-08 05:00:00,M08,45,OP-09,1,61.29,2.238,3.94,bar,18.04,1762.2,6245.0,0
2026-06-08 05:00:00,M09,15,OP-12,1,62.84,2.813,3.834,bar,19.66,1754.9,2645.0,0
2026-06-08 05:00:00,M10,58,OP-03,1,69.78,3.925,3.678,bar,21.33,1744.2,7805.0,0
2026-06-08 05:00:00,M11,55,OP-07,1,70.99,4.366,3.565,bar,21.98,1726.4,7445.0,1
2026-06-08 05:00:00,M12,158,OP-04,1,61.51,2.329,4.124,bar,18.71,1780.9,19805.0,0
2026-06-08 05:00:00,M13,165,OP-07,1,72.38,3.685,3.762,bar,21.01,1732.2,20645.0,0
2026-06-08 05:00:00,M14,6,OP-05,1,65.72,2.871,4.178,bar,18.96,1764.2,1565.0,0
2026-06-08 05:00:00,M15,93,OP-01,1,68.65,3.32,3.715,bar,20.9,1748.9,12005.0,0
2026-06-08 05:00:00,M16,149,OP-10,1,64.26,2.452,3.955,bar,18.2,1770.7,18725.0,0
2026-06-08 05:00:00,M17,29,OP-07,1,72.21,4.116,4.007,bar,21.55,1738.2,4325.0,1
2026-06-08 05:00:00,M18,145,OP-10,1,72.29,4.033,55.749,psi,20.74,1754.3,18245.0,0
2026-06-08 05:00:00,M19,26,OP-05,1,73.49,,53.882,psi,20.0,1749.7,3965.0,0
2026-06-08 05:00:00,M20,87,OP-12,1,60.27,2.435,56.834,psi,19.57,1761.1,11285.0,0
2026-06-08 05:00:00,M21,148,OP-07,1,71.11,3.607,56.285,psi,21.21,1749.4,18605.0,1
2026-06-08 05:00:00,M22,59,OP-06,1,70.88,2.545,56.163,psi,18.76,1758.6,7925.0,0
2026-06-08 05:00:00,M23,65,OP-02,1,76.31,4.37,51.042,psi,21.95,1735.4,8645.0,0
2026-06-08 05:00:00,M24,54,OP-05,1,65.49,2.196,59.747,psi,18.94,1769.8,7325.0,0
2026-06-08 05:00:00,M25,131,OP-08,1,69.28,4.07,51.862,psi,20.07,1747.0,16565.0,0
2026-06-08 06:00:00,M01,171,OP-12,1,62.55,2.602,4.17,bar,18.44,1765.1,21366.0,0
2026-06-08 06:00:00,M02,115,OP-10,1,72.67,,3.953,bar,19.91,1750.4,14646.0,0
2026-06-08 06:00:00,M03,125,OP-01,1,69.84,3.92,3.789,bar,22.16,1743.9,15846.0,0
2026-06-08 06:00:00,M04,163,OP-09,1,60.95,2.289,4.209,bar,17.94,1768.0,20406.0,0
2026-06-08 06:00:00,M05,107,OP-12,1,66.22,3.327,3.947,bar,20.63,1740.0,13686.0,0
2026-06-08 06:00:00,M06,141,OP-01,1,62.95,2.718,4.241,bar,18.58,1787.0,17766.0,0
2026-06-08 06:00:00,M07,151,OP-10,1,70.82,2.811,3.854,bar,20.17,1749.7,18966.0,0
2026-06-08 06:00:00,M08,45,OP-02,1,60.85,2.184,4.095,bar,18.35,1773.0,6246.0,0
2026-06-08 06:00:00,M09,15,OP-07,1,63.79,2.682,3.856,bar,19.13,1759.9,2646.0,0
2026-06-08 06:00:00,M10,58,OP-07,1,72.6,3.88,3.742,bar,21.69,1746.3,7806.0,0
2026-06-08 06:00:00,M11,55,OP-07,1,73.06,4.429,3.521,bar,21.72,1729.8,7446.0,1
2026-06-08 06:00:00,M12,158,OP-01,1,56.9,2.36,4.227,bar,18.95,1784.1,19806.0,0
2026-06-08 06:00:00,M13,165,OP-08,1,71.53,4.401,3.727,bar,20.56,1743.4,20646.0,0
2026-06-08 06:00:00,M14,6,OP-11,1,68.31,2.672,3.955,bar,19.49,1761.5,1566.0,0
2026-06-08 06:00:00,M15,93,OP-09,1,73.92,,3.772,bar,19.45,1756.8,12006.0,0
2026-06-08 06:00:00,M16,149,OP-04,1,66.2,2.569,4.025,bar,18.55,1755.3,18726.0,0
2026-06-08 06:00:00,M17,29,OP-07,1,66.29,4.168,3.628,bar,21.04,1760.7,4326.0,1
2026-06-08 06:00:00,M18,145,OP-04,1,69.23,,53.213,psi,21.18,1751.2,18246.0,0
2026-06-08 06:00:00,M19,26,OP-03,1,66.94,3.702,56.805,psi,21.38,1746.8,3966.0,0
2026-06-08 06:00:00,M20,87,OP-11,1,63.23,2.481,57.275,psi,18.73,1776.8,11286.0,0
2026-06-08 06:00:00,M21,148,OP-07,1,72.58,3.523,54.965,psi,20.0,1746.0,18606.0,1
2026-06-08 06:00:00,M22,59,OP-08,1,68.87,2.679,56.165,psi,20.05,1761.5,7926.0,0
2026-06-08 06:00:00,M23,65,OP-03,1,72.44,4.356,55.3,psi,21.54,1742.7,8646.0,0
2026-06-08 06:00:00,M24,54,OP-09,1,57.82,2.437,58.742,psi,16.93,1767.9,7326.0,0
2026-06-08 06:00:00,M25,131,OP-08,1,69.53,4.03,55.127,psi,20.83,1750.3,16566.0,0
2026-06-08 07:00:00,M01,171,OP-05,1,62.12,2.511,3.921,bar,19.07,1755.5,21367.0,0
2026-06-08 07:00:00,M02,115,OP-07,1,66.13,,3.675,bar,19.61,1766.3,14647.0,0
2026-06-08 07:00:00,M03,125,OP-07,1,72.38,4.065,3.772,bar,20.2,1743.2,15847.0,0
2026-06-08 07:00:00,M04,163,OP-01,1,60.47,2.292,3.796,bar,17.74,1763.4,20407.0,0
2026-06-08 07:00:00,M05,107,OP-02,1,69.8,3.401,3.894,bar,20.7,1742.0,13687.0,0
2026-06-08 07:00:00,M06,141,OP-11,1,68.03,2.244,3.868,bar,19.52,1768.8,17767.0,0
2026-06-08 07:00:00,M07,151,OP-09,1,68.78,2.777,3.96,bar,19.54,1773.5,18967.0,0
2026-06-08 07:00:00,M08,45,OP-12,1,59.17,2.204,4.146,bar,18.86,1751.1,6247.0,0
2026-06-08 07:00:00,M09,15,OP-12,1,68.11,2.569,4.104,bar,18.74,1762.8,2647.0,0
2026-06-08 07:00:00,M10,58,OP-01,1,75.78,,3.768,bar,22.7,1744.4,7807.0,0
2026-06-08 07:00:00,M11,55,OP-08,1,78.48,4.446,3.628,bar,21.56,1723.2,7447.0,1
2026-06-08 07:00:00,M12,158,OP-06,1,57.9,2.223,4.096,bar,19.35,1772.1,19807.0,0
2026-06-08 07:00:00,M13,165,OP-04,1,71.8,3.985,3.815,bar,20.85,1735.2,20647.0,0
2026-06-08 07:00:00,M14,6,OP-07,1,68.96,2.839,4.102,bar,20.35,1770.9,1567.0,0
2026-06-08 07:00:00,M15,93,OP-08,1,65.85,3.46,3.904,bar,20.63,1750.3,12007.0,0
2026-06-08 07:00:00,M16,149,OP-01,1,70.84,2.724,3.917,bar,18.0,1784.3,18727.0,0
2026-06-08 07:00:00,M17,29,OP-04,1,69.63,3.758,3.783,bar,20.31,1749.5,4327.0,1
2026-06-08 07:00:00,M18,145,OP-03,1,71.89,4.156,53.235,psi,20.14,1740.0,18247.0,0
2026-06-08 07:00:00,M19,26,OP-01,1,72.14,3.395,54.094,psi,20.04,1742.0,3967.0,0
2026-06-08 07:00:00,M20,87,OP-03,1,64.23,2.142,58.644,psi,18.01,1780.7,11287.0,0
2026-06-08 07:00:00,M21,148,OP-07,1,70.39,3.54,53.693,psi,20.89,1750.0,18607.0,1
2026-06-08 07:00:00,M22,59,OP-03,1,68.81,2.609,57.227,psi,18.8,1770.1,7927.0,0
2026-06-08 07:00:00,M23,65,OP-01,1,77.01,4.263,49.578,psi,21.24,1740.4,8647.0,0
2026-06-08 07:00:00,M24,54,OP-12,1,71.34,2.356,57.973,psi,18.69,1778.0,7327.0,0
2026-06-08 07:00:00,M25,131,OP-11,1,66.94,3.88,52.56,psi,20.58,1734.2,16567.0,0
2026-06-08 08:00:00,M01,171,OP-10,2,61.47,2.593,4.051,bar,18.31,1764.8,21368.0,0
2026-06-08 08:00:00,M02,115,OP-03,2,69.5,3.378,3.811,bar,21.04,1761.7,14648.0,0
2026-06-08 08:00:00,M03,125,OP-07,2,69.43,3.801,3.787,bar,21.55,1741.5,15848.0,0
2026-06-08 08:00:00,M04,163,OP-11,2,61.36,2.503,4.007,bar,18.78,1772.5,20408.0,0
2026-06-08 08:00:00,M05,107,OP-04,2,73.36,3.537,4.018,bar,21.19,1751.6,13688.0,0
2026-06-08 08:00:00,M06,141,OP-05,2,66.58,2.451,4.053,bar,18.4,1770.1,17768.0,0
2026-06-08 08:00:00,M07,151,OP-06,2,67.7,2.832,4.013,bar,19.09,1759.9,18968.0,0
2026-06-08 08:00:00,M08,45,OP-07,2,60.1,2.141,4.1,bar,18.21,1761.3,6248.0,0
2026-06-08 08:00:00,M09,15,OP-07,2,65.98,2.769,3.848,bar,19.32,1753.6,2648.0,0
2026-06-08 08:00:00,M10,58,OP-04,2,68.54,3.897,3.836,bar,20.37,1750.6,7808.0,0
2026-06-08 08:00:00,M11,55,OP-07,2,74.13,4.648,3.52,bar,21.63,1728.0,7448.0,1
2026-06-08 08:00:00,M12,158,OP-07,2,66.93,2.377,4.037,bar,18.68,1780.4,19808.0,0
2026-06-08 08:00:00,M13,165,OP-09,2,67.29,4.23,3.841,bar,21.43,1739.7,20648.0,0
2026-06-08 08:00:00,M14,6,OP-08,2,71.65,,4.051,bar,19.58,1750.1,1568.0,0
2026-06-08 08:00:00,M15,93,OP-07,2,64.47,3.596,3.692,bar,19.91,1752.9,12008.0,0
2026-06-08 08:00:00,M16,149,OP-02,2,60.57,2.464,3.996,bar,19.12,1765.8,18728.0,0
2026-06-08 08:00:00,M17,29,OP-07,2,79.25,3.998,3.632,bar,21.96,1749.6,4328.0,1
2026-06-08 08:00:00,M18,145,OP-01,2,70.25,4.124,52.822,psi,20.94,1737.1,18248.0,0
2026-06-08 08:00:00,M19,26,OP-08,2,68.67,3.633,55.465,psi,19.81,1757.8,3968.0,0
2026-06-08 08:00:00,M20,87,OP-08,2,59.31,2.33,59.524,psi,18.21,1778.8,11288.0,0
2026-06-08 08:00:00,M21,148,OP-07,2,66.9,3.749,53.792,psi,20.25,1749.0,18608.0,1
2026-06-08 08:00:00,M22,59,OP-05,2,60.01,2.703,55.43,psi,18.37,1745.1,7928.0,0
2026-06-08 08:00:00,M23,65,OP-09,2,73.54,4.129,52.599,psi,19.97,1737.2,8648.0,0
2026-06-08 08:00:00,M24,54,OP-11,2,56.25,2.042,59.964,psi,18.01,1778.6,7328.0,0
2026-06-08 08:00:00,M25,131,OP-07,2,78.43,4.016,55.135,psi,22.32,1741.7,16568.0,0
2026-06-08 09:00:00,M01,171,OP-07,2,57.36,2.346,3.838,bar,20.31,1778.1,21369.0,0
2026-06-08 09:00:00,M02,115,OP-01,2,64.91,3.716,3.571,bar,19.79,1754.1,14649.0,0
2026-06-08 09:00:00,M03,125,OP-01,2,72.5,4.171,3.685,bar,20.44,1758.0,15849.0,0
2026-06-08 09:00:00,M04,163,OP-09,2,61.46,2.403,4.2,bar,19.14,1756.4,20409.0,0
2026-06-08 09:00:00,M05,107,OP-04,2,67.22,3.509,3.649,bar,21.08,1755.3,13689.0,0
2026-06-08 09:00:00,M06,141,OP-12,2,67.31,,3.862,bar,18.13,1769.6,17769.0,0
2026-06-08 09:00:00,M07,151,OP-09,2,64.18,2.807,3.904,bar,19.33,1764.6,18969.0,0
2026-06-08 09:00:00,M08,45,OP-05,2,62.88,2.262,4.29,bar,18.89,1781.7,6249.0,0
2026-06-08 09:00:00,M09,15,OP-10,2,63.26,2.892,3.87,bar,18.38,1754.5,2649.0,0
2026-06-08 09:00:00,M10,58,OP-07,2,70.07,3.682,3.665,bar,21.24,1748.8,7809.0,0
2026-06-08 09:00:00,M11,55,OP-07,2,76.48,4.645,3.684,bar,21.79,1737.1,7449.0,1
2026-06-08 09:00:00,M12,158,OP-07,2,67.61,2.314,4.11,bar,19.42,1774.4,19809.0,0
2026-06-08 09:00:00,M13,165,OP-03,2,72.22,4.081,3.583,bar,20.26,1742.2,20649.0,0
2026-06-08 09:00:00,M14,6,OP-12,2,64.03,2.69,3.975,bar,19.01,1766.4,1569.0,0
2026-06-08 09:00:00,M15,93,OP-07,2,67.11,3.417,3.996,bar,19.59,1751.2,12009.0,0
2026-06-08 09:00:00,M16,149,OP-02,2,62.56,2.404,3.959,bar,18.84,1771.9,18729.0,0
2026-06-08 09:00:00,M17,29,OP-07,2,74.03,4.146,3.698,bar,20.64,1758.2,4329.0,1
2026-06-08 09:00:00,M18,145,OP-11,2,73.08,4.017,56.957,psi,21.4,1729.3,18249.0,0
2026-06-08 09:00:00,M19,26,OP-04,2,74.05,3.437,54.978,psi,19.7,1750.5,3969.0,0
2026-06-08 09:00:00,M20,87,OP-08,2,67.63,2.495,56.039,psi,19.07,1769.9,11289.0,0
2026-06-08 09:00:00,M21,148,OP-07,2,73.72,,55.125,psi,20.93,1745.2,18609.0,1
2026-06-08 09:00:00,M22,59,OP-06,2,62.88,3.088,57.718,psi,19.6,1759.2,7929.0,0
2026-06-08 09:00:00,M23,65,OP-11,2,70.91,4.133,50.052,psi,20.89,1738.8,8649.0,0
